genre	filename	sentence1	sentence2	score
main-news	MSRpar	Den rättsliga domen följer tre dagar med intensiva spekulationer som Hewlett-Packard Co. kanske bjuder på företaget.	Den rättsliga domen följer tre dagar av vild volatilitet i RIMs aktie över spekulationer om att PC-jätten Hewlett-Packard Co. kan bjuda in för företaget.	3.6
main-news	MSRpar	Resultaten publicerades i 1 juli-numret av Annals of Internal Medicine.	Resultaten publiceras idag i Annals of Internal Medicine.	3.8
main-news	MSRpar	Åtgärderna skulle kunna vidtas av hela senaten redan på fredag.	Ratliff sa att han hoppas kunna föra de två åtgärderna till senaten senast på fredagen.	4.0
main-news	MSRpar	Enron-talesman Eric Thode vägrade att kommentera medlingsordern.	"""Vi tycker att det är bra nyheter"", sa Enron-talesman Eric Thode."	1.733
main-news	MSRpar	Arbetsavdelningens analytiker tror att lönestatistiken från undersökningen av företag ger en mer exakt bild av ekonomin eftersom undersökningens siffror baseras på ett större urval.	Analytikerna sa att de tror att lönestatistiken ger en mer exakt bild av ekonomin eftersom de är baserade på ett större urval.	4.0
main-news	MSRpar	Föräldrarna vill att hon hålls vid liv; hennes man säger att hon aldrig ville hållas konstnärligt vid liv.	Michael Schiavo har hävdat att hans fru aldrig ville hållas konstnärligt vid liv.	2.8
main-news	MSRpar	"Tidigare sa han till Frankrike Inter-Radio, ""Jag tror att vi nu kan beteckna vad som händer som en äkta epidemi."""	"""Jag tror att vi nu kan kvalificera vad som händer som en äkta epidemi,"" sa hälsominister Jean-Francois Mattei på Frankrikes interradio."	3.2
main-news	MSRpar	Terri Schiavo, 39, förväntas dö någon gång under de kommande två veckorna på Tampa-området hospice där hon har tillbringat de senaste åren.	Terri Schiavo, 39, genomgick förfarandet på hospicet i Tampa Bay-området där hon har bott i flera år, sa hennes far, Bob Schindler.	1.8
main-news	MSRpar	Innan han kom till Kodak arbetade Palumbo för Procter & Gamble Corp., där han hanterade produkter som Folgers och Pantene-schampo.	Innan han anslöt sig till Eastman Kodak, innehöll Palumbo senior marknadsföringsställningar för Procter & Gamble.	3.75
main-news	MSRpar	McDevitt har fått kontroll över tre avgörande aspekter av polisarbetet i Solomons.	McDevitt har beviljats kontroll över tre aspekter av polisarbete av kommissionär William Morrell.	3.75
main-news	MSRpar	Tjänstemän med North Carolina Speedway på Rockingham kunde inte nås.	NASCAR-tjänstemän kunde inte nås för kommentar tisdag.	2.909
main-news	MSRpar	De sa att barnet fördes till Nassau County Medical Center för observation.	"Pojken fördes till Nassau University Medical Center, där personalen sa att han ""gjorde okej."""	3.4
main-news	MSRpar	Tisha Kresler, en taleskvinna för Global Crossing, vägrade att kommentera.	En Global Crossing-representant hade ingen omedelbar kommentar.	3.6
main-news	MSRpar	Fackföreningarna arrangerade också en femdagars strejka i mars som tvingade alla utom en av Yales matsalar att stänga.	Fackföreningarna arrangerade också en femdagars strejka i mars; strejker har föregått åtta av de senaste tio kontrakten.	2.6
main-news	MSRpar	Regjeringen Rick Perry har sagt att även om han motsätter sig spelutvidgning, skulle han vara motvillig att veto om fortsättning av Lotterikommissionen.	"Regjeringen Rick Perry motsätter sig utvidgningen av spel, men har sagt att han skulle vara ""hårdpressad"" för att veto mot lotteriets solnedgångsförslag."	3.8
main-news	MSRpar	Vid handeln eftermiddagen steg Nasdaq-kompositindexet med 8,34 eller 0,5 procent till 1 790,47.	Nasdaq Composite Index .IXIC doppade 8,59 poäng, eller 0,48 procent, till 1 773,54.	1.6
main-news	MSRpar	I Kentucky möter den demokratiska riksadvokaten Ben Chandler USA: s rep. Ernie Fletcher.	Kentucky: Republikanen Ernie Fletcher, en treårig kammarmedlem, kämpar för den demokratiska statsadvokaten Ben Chandler.	3.8
main-news	MSRpar	Dow Jones industriella genomsnitt föll 98,32, eller cirka 1,1 procent, till 9011,53.	Dow Jones industriella medelvärde slutade dagen ner 98,32 poäng på 9 011,53.	3.4
main-news	MSRpar	Enrons 401 (k) plan omfattade cirka 20 000 arbetare, pensionärer och stödmottagare.	Enrons lager bestod av så mycket som 61% av arbetarnas 401 (k) portföljer.	2.5
main-news	MSRpar	Den amerikanska senatens rättskommitté övervann ett betydande hinder i går i striden för att skapa en trustfond för att betala offer för exponering för asbest.	Senatens domstolskommitté vann på tisdagen ett betydande hinder i striden för att skapa en trustfond för att betala offer för exponering av asbest men de svåraste hindren kvarstår.	3.75
main-news	MSRpar	Men hon sa inte om hon kommer att certifiera den tvååriga budgeten på 117,4 miljarder USD för 2004-05.	Hon sa att hon inte visste ännu om hon skulle certifiera budgeten.	3.167
main-news	MSRpar	Det skulle vara svårt att överskatta de potentiella farorna med sårbarheten RPC (Remote Procedure Call).	Felet involverar RPC-protokollet (Remote Procedure Call), som behandlar kommunikation mellan datorer.	2.5
main-news	MSRpar	Även om fetma kan öka risken för hälsoproblem, hävdar skeptiker, det gör rökning och högt kolesterolvärde.	Även om fetma kan öka risken för en mängd hälsoproblem, hävdar skeptiker, det gör rökning och högt kolesterol, som inte anses vara sjukdomar.	4.25
main-news	MSRpar	Michelle Wie spelar söndag under sin 1-seger över Virada Nirapathpongporn i det 27: e amerikanska mästerskapet för amatörer för allmänna länkar.	Nu har hon sin första trofé efter seger i USA: s kvinnliga amatörslänkar här på söndag.	2.75
main-news	MSRpar	Sony sade att PSP också skulle ha en 4,5-tums LCD-skärm, Memory Stick-expansionsplatser.	Den har också en 4,5-tums bakgrundsbelyst LCD-skärm och minnesutbyggnadsfaciliteter.	2.75
main-news	MSRpar	På en av de tre provtagningsplatserna vid Huntington Beach kom bakterieläsningen tillbaka vid 160 den 16 juni och vid 120 den 23 juni.	Avläsningarna kom tillbaka vid 160 den 16 juni och 120 den 23 juni på en av tre provtagningsplatser vid Huntington Beach.	3.25
main-news	MSRpar	Där långa linjer fångade 10 fisk per 100 krokar under de senaste decennierna, är de nu tur att fånga en, konstaterade studien.	”Medan långa rader fångade 10 fiskar per 100 krokar, nu har de tur att fånga en,” sa Myers.	4.2
main-news	MSRpar	Carnival Corp. aktie handlades till $ 31.29 under middagshandel onsdag, en minskning med 72 cent eller 2,25 procent.	Carnival Corp.-aktien minskade med 2,5 procent, eller 81 cent, till $ 31,20 på New York Stock Exchange.	3.2
main-news	MSRpar	Men senatskritiken av husplanen tisdag kom på flera fronter.	Och flera senatrepublikaner är knasiga om huskartan.	2.75
main-news	MSRpar	Som ett resultat försökte Murphy att ersätta Striers syster, Ethel Celnik, som förvaltare.	Murphy sa att Striers syster, Ethel Celnik, var i rättssalen vid den tiden, men Strier var inte.	1.75
main-news	MSRpar	Regeln hindrar grupper från att sända annonser som främjar, stöder, attackerar eller motsätter sig en kandidat när som helst.	Det upprätthöll backregler som hindrar samma grupper från att sända annonser som marknadsför, stöder, attackerar eller motsätter sig en kandidat när som helst.	3.75
main-news	MSRpar	Cisco parade utgifterna för att kompensera för långsam försäljning.	Som svar på trög försäljning parade Cisco utgifterna.	4.8
main-news	MSRpar	Kansas City utarbetade outfielder Chris Lubanski, från Kennedy-Kenrick High School i Pennsylvania, med den femte plockningen.	Royals valde Chris Lubanski, en high school outfielder från Pennsylvania som träffade .528, med den femte plockningen.	3.4
main-news	MSRpar	Sterling sjönk med 0,8 procent mot dollarn på $ 1,5875 GBP =.	Dollarn steg 0,15 procent gentemot den japanska valutan till 115,97 yen.	0.8
main-news	MSRpar	Dow Jones industriella genomsnitt .DJI steg 41,61 poäng, eller 0,44 procent, till 9 415,82.	Dow Jones steg 41,61 poäng fredag, en vinst på 0,4% för dagen och 0,7% för veckan.	4.0
main-news	MSRpar	"""Från början ville vi inte att någon skulle få en lönesänkning."	"Men Crosby berättade för Associated Press: ""Redan från början ville vi inte att någon skulle sänka lönen."	4.0
main-news	MSRpar	"""Det fanns ett antal byråkratiska och administrativa missade signaler - det finns inte en person som är ansvarig här,"" sade Gehman."	När han avvisade NIMA-erbjudandet sa Gehman: '' Det fanns ett antal byråkratiska och administrativa missade signaler här.	3.75
main-news	MSRpar	DeVries gjorde ett stopp i stan onsdag - registrerade sig som sexöverträdare på Soledad polisavdelning.	Den dömda barnmassaren Brian DeVries talade ut som svar på samhällsövergrepp onsdag eftermiddag efter att han registrerat sig som sexöverträdare vid Soledad polisavdelning.	3.25
main-news	MSRpar	Kl. 17.00 EDT, Graces centrum var nära latitud 25,6 norr, longitud 93,7 väster eller cirka 280 mil öst-sydost om Corpus Christi.	Vid 11:00 EDT var Fabians centrum nära latitud 18,1 norr och longitud 53,2 väster om cirka 550 mil öster om Leewards.	1.25
main-news	MSRpar	På lördag utjämnade en 149 mph-tjänst mot Agassi Rusedskis världsrekord.	På lördag utjämnade Roddick världsrekordet med en 149 m.p.h. tjäna med att slå Andre Agassi.	3.5
main-news	MSRpar	Det bredare Standard & Poor's 500 Index. SPP klättrade 10 poäng, eller 1,10 procent, till 943.	Nasdaq Composite Index .IXIC hoppade 43,64 poäng, eller 2,89 procent, till 1 553,73.	1.0
main-news	MSRpar	Uppvärmningsoljeterminer i oktober avvecklades .85 procent lägre till 69,89 cent per gallon.	Uppvärmningsoljan i oktober slutade 0,41 cent till 70,74 cent per gallon.	2.5
main-news	MSRpar	Herr Levine bekräftade att Cohen Alon hade försökt sälja historien under VM.	Cohen Alons advokat, Donald Levine, bekräftade att hon försökte sälja historien i februari.	3.438
main-news	MSRpar	"Bankhead sade att brottsscenerna indikerade att mördaren var ""mycket metodisk."""	GBI-talesman John Bankhead sa att mordbilden visade att mördaren var mycket metodisk.	4.0
main-news	MSRpar	"""Detta rör oss mycket närmare att säga att skummet kan göra denna typ av skada,"" sade Hubbard, en medlem av Columbia Accident Investigation Board."	"""Jag tror att detta rör oss mycket närmare att säga att skum kan göra denna typ av skada,"" sade Hubbard."	3.6
main-news	MSRpar	"""Vi hade inget att göra med @ Stakes interna personalbeslut,"" sade Microsofts talesman Sean Sundwell."	"""Microsoft hade absolut ingenting att göra med AtStakes interna personalbeslut,"" sade Sundwall."	4.2
main-news	MSRpar	Egyptologer tvivlar på tisdag på en expeditions påstående att den kan ha hittat mamman av drottning Nefertiti, en av de mest kända forntida egyptierna.	Egyptologer tror att de kanske har identifierat den långsökta mamman av drottning Nefertiti, en av de antika världens legendariska skönheter.	2.6
main-news	MSRpar	Treasury: s långsiktiga plan är att ge detaljhandelsköpare av alla Treasury-värdepapper möjligheten att hantera sina innehav online på ett enda konto.	Treasury sade vill ge detaljhandelsköpare av alla Treasury-värdepapper förmågan att så småningom hantera innehav online på ett enda konto.	4.4
main-news	MSRpar	Han listades igår kväll i kritiskt men stabilt skick vid Kings County Hospital Center, säger polisen.	Detta offer, en bosatt i New Jersey, befann sig i kritiskt men stabilt skick på sjukhuset.	3.25
main-news	MSRpar	Den 30-åriga obligationen US30YT = RR växte 1-3 / 32 för en avkastning på 4,30 procent, ned från 4,35 procent sent på onsdagen.	Klockan 11 (1500 GMT) var den 10-åriga noten US10YT = RR upp 11/32 för en avkastning på 3,36 procent från 3,40 procent onsdag.	2.0
main-news	MSRpar	IAC: s aktie stängde igår ner $ 2,81, eller 7,6 procent, till $ 34,19.	InterActiveCorps aktier stängde på $ 34,19, en nedgång på 2,81 dollar, eller 7,6 procent på Nasdaq-aktiemarknaden.	4.5
main-news	MSRpar	"Byrd talade från senatsgolvet och sa att han ifrågasatte ""motiven för en skrivbordspresident som antar en krigares dräkt för ett tal."""	"""Men jag ifrågasätter motiven från en skrivbordsbunden president som tar på sig en krigares dräkt för ett tal."""	3.4
main-news	MSRpar	Försvarsministeriet står inför ett 20m kompensationsanspråk från hundratals kenyanska kvinnor som hävdar att de våldtogs av brittiska soldater.	Hundratals kenyanska kvinnor som hävdade att de attackerades och våldtogs av brittiska soldater beviljades regeringens rättshjälp onsdag för att fortsätta sitt mål mot försvarsministeriet.	3.0
main-news	MSRpar	Aktierna i USA Interactive steg 2,28 USD, eller 7 procent, till 34,96 USD på fredagen i Nasdaq Aktiemarknads sammansatta handel och har ökat med 53 procent i år.	Aktierna i LendingTree steg 6,03 dollar, eller 41 procent, för att stänga på 20,72 dollar på Nasdaq-aktiemarknaden igår.	1.0
main-news	MSRpar	Liknande räkningar passerade huset två gånger men dog i senaten.	För två år sedan passerade kammaren en liknande version som flundrade i senaten.	2.75
main-news	MSRpar	Stängningen av showen påverkade resultatet per aktie för tredje kvartalet med ett öre.	Företaget sa att detta påverkade resultatet med ett öre per aktie.	3.25
main-news	MSRpar	Kvinnan var inlagd på sjukhus 15 juni, säger Kansas hälsa tjänstemän.	Missouri hälsatjänstemän sa att han inte hade legat på sjukhus och återhämtat sig.	1.0
